Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
The Classic Retro,800,"Italian,Chinese,Fast Food",Guwahati,Hatigaon,Casual Dining,11am to 1030pm(Mon-Sun),Average,3.4,16
The Big Freeze,300,Ice Cream,Guwahati,Christian Basti,Dessert Parlor,10am to 10pm(Mon-Sun),Average,3.3,9
Dawat,400,North Indian,Guwahati,Ganeshguri,Quick Bites,10am to 10pm(Mon-Sun),Average,2.9,22
Mom's Kitchen,300,"Chinese,Fast Food",Guwahati,Beltola,Quick Bites,12noon to 10pm(Mon-Sun),Average,3.4,25
Rock Stone,250,Ice Cream,Guwahati,Bhangagarh,Food Court,11am to 10pm(Mon-Sun),Average,3.4,11
Shree Krishnam,600,"South Indian,North Indian,Mithai,Chinese",Guwahati,Khanapara,Casual Dining,730am to 8pm(Mon-Sun),Average,2.9,11
Chawla's,800,"North Indian,Chinese",Guwahati,Christian Basti,Casual Dining,1pm to 1am(Mon-Sun),Good,3.7,25
Kashi Nath Das - Core 1,350,"North Indian,Biryani",Guwahati,Amingaon,Quick Bites,"830am to 730pm(Mon-Sat),Closed(Sun)",Average,3.2,5
Regal Multi Cuisine Restaurant,1000,"Chinese,North Indian,South Indian",Guwahati,Maligaon,Quick Bites,"1230pm to 930pm(Mon,Tue,Wed,Fri,Sun)...",Average,3.3,7
Ahom Chang,300,Chinese,Guwahati,Ganeshguri,Quick Bites,12noon to 9pm(Mon-Sun),Average,3.2,6
Nutrilets,500,"Healthy Food,Chinese,North Indian",Guwahati,Ganeshguri,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,8
Sumitra's Kitchen,200,"South Indian,Momos,North Indian",Guwahati,Ulubari,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.4,50
Bir's Kitchen,350,"Chinese,South Indian,Momos,North Indian,Mughlai",Guwahati,Zoo Tiniali,Quick Bites,11am to 10pm(Mon-Sun),Average,3.4,13
Tadka of India,800,North Indian,Guwahati,Bhangagarh,Food Court,11am to 10pm(Mon-Sun),Average,3.0,6
Upasana Restaurant - Hotel Rodali Residency,400,"Biryani,Chinese,North Indian",Guwahati,Hotel Rodali Residency,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,14
Red Chilli,500,"Assamese,North Indian",Guwahati,Ulubari,Casual Dining,11am to 10pm(Mon-Sun),Average,3.2,9
Khai Saok,200,Assamese,Guwahati,Hatigaon,none,8am to 11am(Mon-Sun),Average,3.4,23
Yummy Tummy,200,"North Indian,Chinese",Guwahati,Beltola,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,48
Tawachi,500,"North Indian,Chinese",Guwahati,Ulubari,Casual Dining,7am to 1030pm(Mon-Sun),Average,3.2,3
Air wings restaurant,700,"Chinese,North Indian",Guwahati,Jalukbari,Casual Dining,730am to 10pm(Mon-Sun),Average,3.4,14
Restaurant Sugandh,200,Fast Food,Guwahati,Khanapara,Quick Bites,"12noon to 10pm(Mon-Sat),Closed(Sun)",Average,3.2,6
Holy Fast Food,200,"Fast Food,North Indian,Chinese",Guwahati,Kahilipara,Quick Bites,"9am to 9pm(Mon),9am to 10pm(Tue-Sun)",Average,3.1,7
Pakghar,600,"North Indian,Chinese,Assamese",Guwahati,Kala Pahar,Quick Bites,8am to 10pm(Mon-Sun),Average,3.2,17
Mom's Kitchen,200,North Indian,Guwahati,Maligaon,none,830am to 930pm(Mon-Sun),Average,2.8,19
Latasca Bar & Restaurant,800,Finger Food,Guwahati,Paltan Bazaar,Bar,11am to 10pm(Mon-Sun),Average,2.8,7
Chitra Restaurant,0,North Indian,Guwahati,Maligaon,Casual Dining,11am to 10pm(Mon-Sun),Average,3.3,11
High Street Choolah,350,"Biryani,Chinese,North Indian",Guwahati,Christian Basti,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.7,20
Kolkata Roll,200,Chinese,Guwahati,Chandmari,Quick Bites,3pm to 1030pm(Mon-Sun),Average,3.3,8
Bombay Kulfi,100,Ice Cream,Guwahati,Ulubari,Dessert Parlor,10am to 10pm(Mon-Sun),Average,3.3,6
Fries,300,"Fast Food,Chinese",Guwahati,Bharalumukh,Quick Bites,9am to 10pm(Mon-Sun),Average,3.2,9
Camellia - Hotel Gateway Grandeur,350,"Cafe,Bakery",Guwahati,Hotel Gateway Grandeur-- Christian Basti,Café,9am to 9pm(Mon-Sun),Average,3.1,12
Randhan Restaurant,450,"North Indian,Chinese",Guwahati,Fancy Bazaar,Casual Dining,8am to 10pm(Mon-Sun),Average,3.2,8
Harcheez@99,150,Fast Food,Guwahati,Beltola,none,1130am to 930pm(Mon-Sun),Average,3.2,9
Itihaas,200,North Eastern,Guwahati,Jalukbari,Quick Bites,10am to 10pm(Mon-Sun),Average,3.4,6
Scoops N Smile,150,"Ice Cream,Beverages",Guwahati,Ganeshguri,Dessert Parlor,11am to 10pm(Mon-Sun),Average,3.1,6
Grills n Fries,300,"Fast Food,North Indian,Chinese",Guwahati,Beltola,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,6
Yummy Foodz,300,"Fast Food,Chinese",Guwahati,Paltan Bazaar,Quick Bites,7am to 10pm(Mon-Sun),Average,3.3,4
The Boho Roots Cafe,400,"Cafe,Pizza",Guwahati,Kala Pahar,Café,10am to 10pm(Mon-Sun),Average,3.4,9
