Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Mr. Pando's,350,"Chinese,North Indian",Chennai,Besant Nagar,Quick Bites,5pm to 11pm(Mon-Sun),Good,3.6,43
S.S. Pandiyan Hotel,400,"South Indian,Chinese,Chettinad",Chennai,Poonamalle,Quick Bites,10am to 10pm(Mon-Sun),Good,3.7,75
Elite Foods,750,"North Indian,South Indian,Andhra,Chinese",Chennai,Avadi,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",Average,2.9,52
Medli Kulfi,150,Desserts,Chennai,Chromepet,Dessert Parlor,11am to 10pm(Mon-Sun),Good,3.7,43
Chit Chat,500,"North Indian,Fast Food,Chinese",Chennai,Valasaravakkam,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,44
Friends Fast Food,200,South Indian,Chennai,Egmore,Quick Bites,"1130am to 11pm(Mon-Sat),1130am to 4pm(Sun)",Good,3.5,26
Desi Dhaba,450,North Indian,Chennai,Padur,Casual Dining,11am to 11pm(Mon-Sun),Good,3.8,55
Jayaram Mittai,250,"Mithai,Fast Food",Chennai,Chromepet,Sweet Shop,9am to 1030pm(Mon-Sun),Good,3.6,52
Sri Annapoorna Andhra Mess,200,South Indian,Chennai,Tambaram,Mess,"10am to 4pm,7pm to 1030pm(Mon-Sun)",Good,3.6,46
Devamirthas,300,"Fast Food,South Indian,North Indian,Chinese",Chennai,Thiruvanmiyur,Quick Bites,830am to 11pm(Mon-Sun),Average,2.9,48
Hotel Parkway,400,"Chinese,North Indian,Biryani",Chennai,Tambaram,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,44
Ajmal Biriyani Center,200,Biryani,Chennai,Mylapore,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,60
Wow Rolls & Momo,350,"Tibetan,North Indian,Momos",Chennai,Potheri,Quick Bites,1130am to 1030pm(Mon-Sun),Good,3.5,49
The Kebab Paradise,200,"Kebab,Rolls",Chennai,Avadi,Quick Bites,5pm to 11pm(Mon-Sun),Good,3.6,32
Hotel Akshaya,300,"South Indian,North Indian",Chennai,Kodambakkam,Casual Dining,7am to 11pm(Mon-Sun),Good,3.6,54
AL Hamra Family Restaurant,300,"South Indian,Chinese,Arabian",Chennai,Ambattur,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.2,51
Vibe,300,"Fast Food,Beverages",Chennai,RA Puram,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,13
My Cake Valley,500,Bakery,Chennai,Potheri,Bakery,8am to 11pm(Mon-Sun),Good,3.7,36
Om Snacks,150,"Fast Food,Sandwich",Chennai,Kodambakkam,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.5,41
